[tensor(46202.8594), tensor(43677.2852)]
[tensor(46474.3203), tensor(43405.8242)]
[tensor(46508.1523), tensor(43371.8906)]
[tensor(46484.7383), tensor(43395.2578)]
[tensor(47951.3125), tensor(41928.5039)]
[tensor(47065.3594), tensor(42814.6172)]
[tensor(47982.1094), tensor(41897.8594)]
[tensor(47224.6758), tensor(42655.1797)]
[tensor(47951.5938), tensor(41928.4844)]
[tensor(46188.8203), tensor(43691.1641)]
[tensor(44903.4961), tensor(44976.7852)]
[tensor(45531.1719), tensor(44349.0625)]
[tensor(46195.7383), tensor(43684.1289)]
[tensor(46738.1172), tensor(43142.0586)]
[tensor(46374.4023), tensor(43505.8203)]
[tensor(45666.7031), tensor(44213.2539)]
[tensor(45185.0039), tensor(44694.8672)]
[tensor(45149.1250), tensor(44730.8477)]
[tensor(45104.4766), tensor(44775.3633)]
[tensor(45001.7109), tensor(44878.2930)]
[tensor(44976.3555), tensor(44903.3945)]
[tensor(44975.1016), tensor(44904.7852)]
[tensor(44956.5078), tensor(44923.3398)]
[tensor(44949.1445), tensor(44930.7422)]
[tensor(44939.9883), tensor(44939.9688)]
[tensor(44933.1172), tensor(44946.8789)]
[tensor(44933.3711), tensor(44946.6289)]
[tensor(44933.9375), tensor(44946.0078)]
[tensor(44935.9414), tensor(44944.0078)]
[tensor(44942.1719), tensor(44937.7695)]
[tensor(20124.9160), tensor(24815.1270)]
[tensor(22079.6426), tensor(22860.3770)]
[tensor(25182.8477), tensor(19757.2109)]
[tensor(25877.8848), tensor(19062.0742)]
[tensor(25542.6094), tensor(19397.4453)]
[tensor(25902.2305), tensor(19037.7070)]
[tensor(25169.3438), tensor(19770.6289)]
[tensor(24763.5762), tensor(20176.3281)]
[tensor(24387.2734), tensor(20552.6836)]
[tensor(23756.6934), tensor(21183.3652)]
[tensor(23867.5254), tensor(21072.4648)]
[tensor(23768.3320), tensor(21171.7188)]
[tensor(23757.8906), tensor(21182.1797)]
[tensor(23520.7637), tensor(21419.2930)]
[tensor(23499.7695), tensor(21440.2344)]
[tensor(23380.8945), tensor(21559.0977)]
[tensor(22999.0195), tensor(21940.9648)]
[tensor(22976.6074), tensor(21963.3652)]
[tensor(22798.3906), tensor(22141.5918)]
[tensor(23561.2051), tensor(21378.7617)]
[tensor(24107.5879), tensor(20832.3555)]
[tensor(24266.4902), tensor(20673.5059)]
[tensor(22213.8613), tensor(22726.1426)]
[tensor(22867.6426), tensor(22072.3574)]
[tensor(23317.7617), tensor(21622.2109)]
[tensor(24611.8809), tensor(20328.1055)]
[tensor(24300.4453), tensor(20639.5625)]
[tensor(23991.9258), tensor(20948.0469)]
[tensor(23956.3613), tensor(20983.6016)]
[tensor(23570.7715), tensor(21369.2266)]
[tensor(21684.4375), tensor(23255.5938)]
[tensor(22232.9121), tensor(22707.0703)]
[tensor(23022.6152), tensor(21917.3633)]
[tensor(22873.7949), tensor(22066.1699)]
[tensor(23193.0117), tensor(21747.0039)]
[tensor(23030.4297), tensor(21909.5371)]
[tensor(22673.5664), tensor(22266.4414)]
[tensor(22851.2031), tensor(22088.8027)]
[tensor(22826.7734), tensor(22113.2363)]
[tensor(22872.9453), tensor(22066.9902)]
[tensor(22768.0801), tensor(22171.8633)]
[tensor(22840.2539), tensor(22099.7305)]
[tensor(23219.1523), tensor(21720.8496)]
[tensor(23166.8691), tensor(21773.1621)]
[tensor(22866.6699), tensor(22073.3223)]
[tensor(22955.0957), tensor(21984.8691)]
[tensor(22706.0156), tensor(22234.0059)]
[tensor(22793.0098), tensor(22146.9863)]
[tensor(22821.0586), tensor(22118.9492)]
[tensor(23163.1348), tensor(21776.8848)]
[tensor(22843.1582), tensor(22096.8574)]
[tensor(23175.4375), tensor(21764.5762)]
[tensor(23197.8809), tensor(21742.1289)]
[tensor(23064.6035), tensor(21875.3945)]
[tensor(23131.1758), tensor(21808.8613)]
[tensor(23024.7090), tensor(21915.2871)]
[tensor(23010.5352), tensor(21929.4961)]
[tensor(23139.9707), tensor(21800.0195)]
[tensor(23380.0449), tensor(21559.9258)]
[tensor(23445.1152), tensor(21494.8555)]
