[tensor(46601.6914), tensor(43278.3633)]
[tensor(47027.8008), tensor(42852.0820)]
[tensor(46793.5391), tensor(43086.2539)]
[tensor(45430.0156), tensor(44449.8711)]
[tensor(48580.3008), tensor(41299.5117)]
[tensor(43580.7734), tensor(46299.3828)]
[tensor(45977.3906), tensor(43902.8008)]
[tensor(45496.0664), tensor(44383.9492)]
[tensor(44459.7461), tensor(45420.0273)]
[tensor(44601.3789), tensor(45278.5195)]
[tensor(44619.3438), tensor(45260.5352)]
[tensor(44437.3906), tensor(45442.6914)]
[tensor(44496.6055), tensor(45383.6367)]
[tensor(44763.3789), tensor(45116.5273)]
[tensor(44856.7383), tensor(45023.2734)]
[tensor(44973.6211), tensor(44906.4492)]
[tensor(45125.1289), tensor(44754.8242)]
[tensor(45088.5977), tensor(44791.2383)]
[tensor(44994.1016), tensor(44885.7734)]
[tensor(44982.4258), tensor(44897.5195)]
[tensor(44960.2617), tensor(44919.7188)]
[tensor(44955.8984), tensor(44924.0938)]
[tensor(44955.7227), tensor(44924.3008)]
[tensor(44949.9492), tensor(44930.1133)]
[tensor(44946.9531), tensor(44933.1406)]
[tensor(44945.6172), tensor(44934.4023)]
[tensor(44941.1719), tensor(44938.8711)]
[tensor(44939.5195), tensor(44940.4961)]
[tensor(44940.3398), tensor(44939.6719)]
[tensor(44944.0742), tensor(44935.9375)]
[tensor(21697.7949), tensor(23242.1855)]
[tensor(15893.1514), tensor(29046.8750)]
[tensor(14273.6982), tensor(30666.4141)]
[tensor(15898.9121), tensor(29041.0879)]
[tensor(15155.2910), tensor(29784.7305)]
[tensor(16169.9814), tensor(28769.9434)]
[tensor(17829.3047), tensor(27110.5215)]
[tensor(18878.2188), tensor(26061.7852)]
[tensor(19898.5898), tensor(25041.4238)]
[tensor(20281.2969), tensor(24658.6797)]
[tensor(19830.8066), tensor(25109.1465)]
[tensor(19835.9258), tensor(25104.1328)]
[tensor(19899.9141), tensor(25040.1699)]
[tensor(19809.2695), tensor(25130.7676)]
[tensor(21406.9414), tensor(23533.0762)]
[tensor(20657.2520), tensor(24282.7188)]
[tensor(20210.0625), tensor(24729.9922)]
[tensor(20512.4277), tensor(24427.6738)]
[tensor(20196.9238), tensor(24743.1562)]
[tensor(20951.3223), tensor(23988.7070)]
[tensor(20633.4746), tensor(24306.5664)]
[tensor(19933.1172), tensor(25006.8770)]
[tensor(19836.6055), tensor(25103.4355)]
[tensor(20072.4434), tensor(24867.6016)]
[tensor(19470.8438), tensor(25469.2598)]
[tensor(19291.1660), tensor(25648.8809)]
[tensor(19533.6895), tensor(25406.3340)]
[tensor(19746.5410), tensor(25193.2949)]
[tensor(20027.9941), tensor(24911.9395)]
[tensor(19447.5723), tensor(25492.3652)]
[tensor(19976.7695), tensor(24963.1543)]
[tensor(22497.4062), tensor(22442.5957)]
[tensor(23753.7129), tensor(21186.2695)]
[tensor(23268.8652), tensor(21671.1289)]
[tensor(22687.1797), tensor(22252.8281)]
[tensor(22330.5762), tensor(22609.4082)]
[tensor(22115.8965), tensor(22824.0723)]
[tensor(22400.5156), tensor(22539.4883)]
[tensor(22244.7285), tensor(22695.2617)]
[tensor(22292.3086), tensor(22647.6816)]
[tensor(22191.5059), tensor(22748.4824)]
[tensor(22492.0371), tensor(22447.9609)]
[tensor(22352.1543), tensor(22587.8457)]
[tensor(22273.5430), tensor(22666.4492)]
[tensor(22435.3438), tensor(22504.6621)]
[tensor(22520.7383), tensor(22419.2578)]
[tensor(22001.3516), tensor(22938.6094)]
[tensor(21858.2754), tensor(23081.7090)]
[tensor(21840.2070), tensor(23099.7988)]
[tensor(21816.9258), tensor(23123.1055)]
[tensor(21760.7461), tensor(23179.3008)]
[tensor(21656.9609), tensor(23283.0859)]
[tensor(21725.1230), tensor(23214.8477)]
[tensor(21515.8086), tensor(23424.1484)]
[tensor(21314.4043), tensor(23625.6152)]
[tensor(21283.7109), tensor(23656.3359)]
[tensor(21244.8027), tensor(23695.1348)]
[tensor(21258.4492), tensor(23681.5098)]
[tensor(21477.9102), tensor(23462.0664)]
[tensor(20973.8457), tensor(23966.1328)]
