[tensor(23242.1895), tensor(21697.8301)]
[tensor(23636.7051), tensor(21303.2344)]
[tensor(23559.3242), tensor(21380.6230)]
[tensor(23544.5020), tensor(21395.4121)]
[tensor(22659.8203), tensor(22280.1055)]
[tensor(24292.0176), tensor(20648.0059)]
[tensor(23074.3301), tensor(21865.5957)]
[tensor(22574.5234), tensor(22365.4727)]
[tensor(22261.8203), tensor(22678.1562)]
[tensor(21981.8516), tensor(22958.0918)]
[tensor(21623.5801), tensor(23316.3848)]
[tensor(21774.1777), tensor(23165.7598)]
[tensor(22177.4258), tensor(22762.5352)]
[tensor(22259.8535), tensor(22680.1484)]
[tensor(22535.7988), tensor(22404.2715)]
[tensor(22474.2441), tensor(22465.7695)]
[tensor(22377.0918), tensor(22562.9277)]
[tensor(22347.0273), tensor(22593.0156)]
[tensor(22442.0137), tensor(22498.0352)]
[tensor(22441.6055), tensor(22498.4590)]
[tensor(22473.0215), tensor(22467.0312)]
[tensor(22485.5898), tensor(22454.4531)]
[tensor(22484.2480), tensor(22455.7656)]
[tensor(22485.9883), tensor(22454.0195)]
[tensor(22485.5273), tensor(22454.4707)]
[tensor(22486.3047), tensor(22453.6855)]
[tensor(22489.5762), tensor(22450.4219)]
[tensor(22487.6602), tensor(22452.3320)]
[tensor(22486.5410), tensor(22453.4434)]
[tensor(22483.9043), tensor(22456.0957)]
[tensor(22482.3516), tensor(22457.6387)]
[tensor(22479.6113), tensor(22460.3926)]
[tensor(22479.4082), tensor(22460.6074)]
[tensor(22480.6289), tensor(22459.3789)]
[tensor(22480.8203), tensor(22459.1719)]
[tensor(22481.1699), tensor(22458.8184)]
[tensor(22480.8047), tensor(22459.2070)]
[tensor(22480.6309), tensor(22459.3672)]
[tensor(22480.4961), tensor(22459.5117)]
[tensor(22480.8047), tensor(22459.2168)]
[tensor(22851.0488), tensor(22088.9609)]
[tensor(21796.8652), tensor(23143.1250)]
[tensor(20663.0566), tensor(24276.9160)]
[tensor(19535.5547), tensor(25404.5938)]
[tensor(18975.0918), tensor(25965.0195)]
[tensor(18389.0234), tensor(26551.0098)]
[tensor(18024.4082), tensor(26915.7617)]
[tensor(17444.2070), tensor(27496.0723)]
[tensor(17016.), tensor(27924.3008)]
[tensor(16538.1699), tensor(28402.1465)]
[tensor(16186.7490), tensor(28753.6055)]
[tensor(16295.5947), tensor(28644.5723)]
[tensor(15932.6621), tensor(29007.5566)]
[tensor(16059.1807), tensor(28881.0410)]
[tensor(16205.2344), tensor(28734.7949)]
[tensor(16034.5508), tensor(28905.5430)]
[tensor(15515.1807), tensor(29424.8711)]
[tensor(15758.4785), tensor(29181.6230)]
[tensor(15750.6455), tensor(29189.3516)]
[tensor(15702.3467), tensor(29237.6836)]
[tensor(16478.0547), tensor(28462.1016)]
[tensor(16141.0801), tensor(28799.0996)]
[tensor(18089.3340), tensor(26850.7910)]
[tensor(18940.0117), tensor(26000.0176)]
[tensor(18891.9746), tensor(26048.1152)]
[tensor(18819.5938), tensor(26120.6094)]
[tensor(18734.4414), tensor(26205.8281)]
[tensor(18891.2676), tensor(26048.8906)]
[tensor(18492.1875), tensor(26447.9531)]
[tensor(17897.1406), tensor(27043.0684)]
[tensor(17803.8613), tensor(27136.2305)]
[tensor(18373.1387), tensor(26566.8379)]
[tensor(18161.0488), tensor(26778.9688)]
[tensor(18324.5254), tensor(26615.4883)]
[tensor(19077.5625), tensor(25862.3711)]
[tensor(18986.6680), tensor(25953.2285)]
[tensor(18427.0449), tensor(26512.9277)]
[tensor(17768.8594), tensor(27170.9609)]
[tensor(17493.5957), tensor(27446.2559)]
[tensor(17582.6270), tensor(27357.1484)]
[tensor(17817.1602), tensor(27122.6758)]
[tensor(17917.6777), tensor(27022.2305)]
[tensor(17996.1602), tensor(26943.7168)]
[tensor(17911.9512), tensor(27028.1855)]
[tensor(17903.3633), tensor(27036.8105)]
[tensor(17637.0117), tensor(27303.1934)]
[tensor(17786.0039), tensor(27154.2539)]
[tensor(17983.7305), tensor(26956.3770)]
[tensor(17820.3691), tensor(27119.7734)]
[tensor(18066.4531), tensor(26873.6426)]
[tensor(17603.4492), tensor(27336.5879)]
[tensor(17562.7617), tensor(27377.3203)]
[tensor(16896.4336), tensor(28043.7109)]
[tensor(16630.9395), tensor(28309.1348)]
[tensor(17711.4277), tensor(27228.7012)]
[tensor(17934.7012), tensor(27005.4668)]
